Unique Identifier,Series_reference,Period,Data_value,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2
Transaction 5327,ECTQ.S1AG1310,2015.06,1529.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5328,ECTQ.S1AG1310,2015.09,1566.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5329,ECTQ.S1AG1310,2015.12,2041.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5330,ECTQ.S1AG1310,2016.03,1664.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5331,ECTQ.S1AG1310,2016.06,1669.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5332,ECTQ.S1AG1310,2016.09,1669.9,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5333,ECTQ.S1AG1310,2016.12,2123.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5334,ECTQ.S1AG1310,2017.03,1692.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5335,ECTQ.S1AG1310,2017.06,1675.5,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5336,ECTQ.S1AG1310,2017.09,1670,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5337,ECTQ.S1AG1310,2017.12,2180.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5338,ECTQ.S1AG1310,2018.03,1742.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5339,ECTQ.S1AG1310,2018.06,1724.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5340,ECTQ.S1AG1310,2018.09,1714.4,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5341,ECTQ.S1AG1310,2018.12,2224.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5342,ECTQ.S1AG1310,2019.03,1762.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5343,ECTQ.S1AG1310,2019.06,1752.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5344,ECTQ.S1AG1310,2019.09,1757.1,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5345,ECTQ.S1AG1310,2019.12,2275.7,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5346,ECTQ.S1AG1310,2020.03,1818.6,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5347,ECTQ.S1AG1310,2020.06,1556.8,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5348,ECTQ.S1AG1310,2020.09,2113,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,"Furniture, Electrical and Hardware Retailing"
Transaction 5349,ECTQ.S1SG1310,2007.06,1191.7,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5350,ECTQ.S1SG1310,2007.09,1186,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5351,ECTQ.S1SG1310,2007.12,1169.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5352,ECTQ.S1SG1310,2008.03,1176.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5353,ECTQ.S1SG1310,2008.06,1172.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5354,ECTQ.S1SG1310,2008.09,1242.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5355,ECTQ.S1SG1310,2008.12,1267.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5356,ECTQ.S1SG1310,2009.03,1268.7,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5357,ECTQ.S1SG1310,2009.06,1264.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5358,ECTQ.S1SG1310,2009.09,1259.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5359,ECTQ.S1SG1310,2009.12,1277.1,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5360,ECTQ.S1SG1310,2010.03,1296.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5361,ECTQ.S1SG1310,2010.06,1292.1,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5362,ECTQ.S1SG1310,2010.09,1315.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5363,ECTQ.S1SG1310,2010.12,1295,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5364,ECTQ.S1SG1310,2011.03,1309.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5365,ECTQ.S1SG1310,2011.06,1341.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5366,ECTQ.S1SG1310,2011.09,1350.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5367,ECTQ.S1SG1310,2011.12,1363.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5368,ECTQ.S1SG1310,2012.03,1366.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5369,ECTQ.S1SG1310,2012.06,1384.3,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5370,ECTQ.S1SG1310,2012.09,1408.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5371,ECTQ.S1SG1310,2012.12,1425.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5372,ECTQ.S1SG1310,2013.03,1438.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5373,ECTQ.S1SG1310,2013.06,1476.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5374,ECTQ.S1SG1310,2013.09,1489,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5375,ECTQ.S1SG1310,2013.12,1509,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5376,ECTQ.S1SG1310,2014.03,1522.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5377,ECTQ.S1SG1310,2014.06,1530,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5378,ECTQ.S1SG1310,2014.09,1539.1,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5379,ECTQ.S1SG1310,2014.12,1586.5,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5380,ECTQ.S1SG1310,2015.03,1615.7,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5381,ECTQ.S1SG1310,2015.06,1633.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5382,ECTQ.S1SG1310,2015.09,1680.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5383,ECTQ.S1SG1310,2015.12,1707.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5384,ECTQ.S1SG1310,2016.03,1747.1,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5385,ECTQ.S1SG1310,2016.06,1786.2,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5386,ECTQ.S1SG1310,2016.09,1804.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5387,ECTQ.S1SG1310,2016.12,1792,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5388,ECTQ.S1SG1310,2017.03,1787.7,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5389,ECTQ.S1SG1310,2017.06,1794,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5390,ECTQ.S1SG1310,2017.09,1805.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5391,ECTQ.S1SG1310,2017.12,1834.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5392,ECTQ.S1SG1310,2018.03,1843.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5393,ECTQ.S1SG1310,2018.06,1847.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5394,ECTQ.S1SG1310,2018.09,1851.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5395,ECTQ.S1SG1310,2018.12,1864.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5396,ECTQ.S1SG1310,2019.03,1869.9,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5397,ECTQ.S1SG1310,2019.06,1878.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5398,ECTQ.S1SG1310,2019.09,1891.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5399,ECTQ.S1SG1310,2019.12,1894.4,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5400,ECTQ.S1SG1310,2020.03,1907.6,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5401,ECTQ.S1SG1310,2020.06,1556.8,R,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5402,ECTQ.S1SG1310,2020.09,2113,F,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Seasonally adjusted,"Furniture, Electrical and Hardware Retailing"
Transaction 5403,ECTQ.S1AG1321,2000.03,33.8,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
Transaction 5404,ECTQ.S1AG1321,2000.06,38.3,C,Dollars,6,Electronic Card Transactions (ANZSIC06) - ECT,Private - Values - Electronic card transactions  A/S/T by industry,Actual,Recreational goods
